x,y,word
0.9181108,-0.20576482,calming
0.45657063,-0.19089575,pleasant
0.27923274,0.12497612,however
0.78931916,-0.14784342,discomfort
-0.632708,-0.07930662,lineage
0.37582487,-0.10514923,sense
0.5944425,-0.019166766,rest
0.98537767,-0.19651373,sedative
0.42309055,-0.041390624,providing
0.46205705,0.14321738,recommended
1.1830114,-0.04613677,suffering
-0.2815469,0.007263043,form
0.33714527,-0.109287314,coupled
-2.214338,-0.8141376,cookies
0.34563997,0.6432171,week
1.232564,-0.030952007,seeking
0.21750057,0.71947616,outdoors
-0.09970789,0.9213708,grows
-0.23716977,0.035327222,pistils
1.2328367,-0.15733294,throughout
0.10262406,-0.32955086,exhale
0.5923264,-0.07439867,utilize
0.26252002,-0.065809175,later
-0.43902147,-0.000519541,beautiful
0.11993538,-0.07096139,smooth
0.9099662,-0.20519236,head
0.7305595,-0.06780972,mild
-0.27601343,-0.04936884,native
0.30260497,0.1529282,tend
0.34619242,-0.073578745,clear
0.46238407,-0.062086716,dosage
0.7542031,-0.16723302,stimulation
0.4235416,-0.01557213,productive
0.0703364,0.07782665,small
-0.31186423,-0.21000151,terpenes
0.04301507,-0.14041029,senses
-0.15336803,-0.050767414,smells
-0.28190136,0.117033556,colas
1.0415816,-0.0405441,fatigue
0.54363024,0.032125473,night
-0.07231224,-0.20426175,fresh
-0.76001096,-0.33983454,dream
0.557711,0.11181312,moderate
0.59124565,-0.06441679,evening
0.069924824,0.5477318,harvest
-0.062190544,0.06935966,late
0.20613375,-0.09518502,yet
-0.601487,0.01827114,unknown
-0.7371558,-0.07585263,combining
-0.6026626,-0.25855663,pie
-0.4771982,0.042012505,mostly
-0.11292926,-0.026736697,wonder
-0.5924611,0.024533743,male
0.24993035,-0.002499813,excellent
-0.14146994,-0.06895269,robust
-0.17008488,-0.056003258,brought
-0.40141493,-0.07616077,ghost
0.7156066,-0.06572722,aches
0.74367625,-0.10423532,pains
-0.32791135,0.021409335,washington
-0.7479209,0.19888933,dutch
-0.49008223,-0.08569695,tahoe
-0.3179363,0.031861983,using
0.77277386,-0.06806392,relieve
0.15382548,0.14211598,little
0.109615795,0.0314662,though
0.57486224,-0.011971024,active
-0.1176274,-0.053276137,reminiscent
0.7524602,-0.12205049,calm
0.2922801,0.046651002,stay
-0.10666882,-0.18259375,tart
0.26313204,-0.03524028,much
-0.23751788,-0.123476215,candy
0.48700228,-0.027176617,provide
-0.0625045,0.09134107,features
-0.36006433,0.001812469,trichome
-0.4382829,0.08218129,breeding
-0.26717436,0.03748759,hybrids
0.67570525,-0.20116194,functional
1.4747936,-0.19563244,minor
-0.45052308,-0.08458671,nyc
0.37744817,-0.17517456,leaving
0.15561059,-0.031049041,upbeat
-0.2019959,-0.040038306,island
-0.42068833,-0.05962159,delicious
0.7556706,-0.08226465,sensation
-0.4168284,-0.060010266,expresses
-0.6488375,-0.23193528,tropical
-0.1893815,-0.06412771,berries
-0.7480672,0.71538705,times
-1.496312,-0.24870205,blueberry
-0.15013272,-0.1455997,mixture
0.25011492,-0.10107231,bring
-0.25589013,-0.013327489,express
-0.08790434,-0.012187523,musky
-0.5595505,0.3721651,took
0.32121477,0.20144925,conditions
-0.2899121,0.05009186,power
-0.49533728,-0.04223235,star
-0.35040408,0.00505582,god
-0.044820104,0.07345606,almost
0.22611727,-0.2806771,palate
-0.22192483,-0.14345364,tangy
-0.32979316,-0.08398705,cinderella
-0.62860096,-0.1208894,herer
-0.72715515,-0.05296806,another
-0.79157746,0.009872996,silver
-0.34207895,0.01074257,buddha
-0.43178603,0.006782924,old
-0.23266986,0.17387171,since
-0.2849379,-0.044323694,whose
-0.5103276,-0.01098565,snow
-0.30647546,0.093134046,result
-1.7056555,-0.47815767,girl
-1.6963549,-0.5017544,scout
0.4523996,0.012329458,medicine
-0.1946286,-0.015019056,love
-0.45828286,-0.05286757,farms
0.7696561,-0.14700507,limbs
0.03612666,0.021486098,quality
-0.5845103,0.027277406,urkle
-0.02590708,0.1066798,extremely
0.19290924,-0.013001601,slightly
-0.002513887,0.19109698,producing
-0.3254931,-0.16117638,banana
0.34488222,0.04096701,warm
-0.3385855,0.2541468,category
-0.4650528,-0.016080465,mysterious
0.5015508,-0.02874614,feel
0.1523357,-0.13652697,burst
-0.561173,0.03593765,dj
0.036931574,-0.034996375,smoke
0.84639883,-0.11350234,focus
-0.54922944,-0.17124349,strawberry
0.1583338,0.0646318,still
-0.19754112,-0.123857014,cream
0.24689798,-0.10550312,way
0.46531644,-0.07176429,onset
0.27181712,-0.10425493,hits
-0.27131218,-0.07100418,golden
-1.2320342,-0.08098988,super
-0.4132184,-0.100816295,distinct
0.2043298,-0.13651463,blissful
-0.07569279,-0.046607535,hint
-0.3406317,-0.14468297,cookie
-0.47516352,0.003547051,oregon
0.50664264,0.12362292,suitable
-0.31379992,-0.10626036,mango
-0.2581914,-0.06740378,glue
-0.28771663,-0.047035433,gorilla
-0.081017725,0.25807914,early
-0.38430208,-0.0705439,exotic
-0.30044013,-0.000781713,wreck
-0.18455264,-0.09754536,parentage
-0.23759049,-0.07126002,sugar
0.56860995,-0.0851299,away
-0.31880224,-0.052586265,cough
-0.1586149,-0.06669692,chem
0.43652934,-0.13766854,eyes
-0.28183508,-0.12483102,chocolate
-0.3551744,0.050582387,royal
-0.39504176,-0.109937415,durban
-0.3981301,-0.09965134,poison
-0.11580247,-0.095680274,mint
-0.1236899,0.004117854,taking
-0.31338346,-0.12273308,pink
-0.13548422,0.18943506,critical
-0.30533662,-0.06847744,calyx
-0.5020358,-0.10146739,platinum
-0.2731289,0.011497394,confidential
-0.20710036,-0.06605877,tangerine
